position,player_team_tier,opponent_team_tier,is_home,component_type,multiplier,total_sample_size,num_seasons,seasons_covered,slice_avg,season_avg
DEF,5.0,4.0,0,saves,0.0,314,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
DEF,5.0,4.0,1,saves,0.0,315,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
DEF,5.0,5.0,0,saves,0.0,121,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
DEF,5.0,5.0,1,saves,0.0,122,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
DEF,1.0,1.0,0,yellow_cards,1.6414,55,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2,0.1233
DEF,1.0,1.0,1,yellow_cards,1.1846,50,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.14,0.1227
DEF,1.0,2.0,0,yellow_cards,1.2466,177,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1525,0.1286
DEF,1.0,2.0,1,yellow_cards,0.9663,173,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1272,0.1284
DEF,1.0,3.0,0,yellow_cards,1.1465,234,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1496,0.126
DEF,1.0,3.0,1,yellow_cards,0.9808,234,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1282,0.1259
DEF,1.0,4.0,0,yellow_cards,0.9999,207,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1256,0.1293
DEF,1.0,4.0,1,yellow_cards,0.8424,205,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1073,0.1297
DEF,1.0,5.0,0,yellow_cards,0.5635,130,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0692,0.1276
DEF,1.0,5.0,1,yellow_cards,0.8189,127,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1102,0.1276
DEF,2.0,1.0,0,yellow_cards,1.1267,181,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1878,0.1652
DEF,2.0,1.0,1,yellow_cards,1.2502,177,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.209,0.1665
DEF,2.0,2.0,0,yellow_cards,1.0699,247,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1781,0.1654
DEF,2.0,2.0,1,yellow_cards,0.8944,237,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1477,0.1656
DEF,2.0,3.0,0,yellow_cards,1.2049,435,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1977,0.1643
DEF,2.0,3.0,1,yellow_cards,1.0726,431,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1763,0.1645
DEF,2.0,4.0,0,yellow_cards,1.1122,385,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1818,0.1611
DEF,2.0,4.0,1,yellow_cards,0.8109,386,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1269,0.161
DEF,2.0,5.0,0,yellow_cards,0.8278,234,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1325,0.164
DEF,2.0,5.0,1,yellow_cards,0.5346,236,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.089,0.1636
DEF,3.0,1.0,0,yellow_cards,0.9752,250,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.152,0.16
DEF,3.0,1.0,1,yellow_cards,1.026,246,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1626,0.1596
DEF,3.0,2.0,0,yellow_cards,1.2936,453,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2097,0.1607
DEF,3.0,2.0,1,yellow_cards,1.0407,450,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1689,0.1612
DEF,3.0,3.0,0,yellow_cards,1.2377,532,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1974,0.1587
DEF,3.0,3.0,1,yellow_cards,0.8735,527,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1385,0.1585
DEF,3.0,4.0,0,yellow_cards,0.8397,575,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1287,0.1547
DEF,3.0,4.0,1,yellow_cards,0.9968,571,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1524,0.1547
DEF,3.0,5.0,0,yellow_cards,0.8867,333,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1381,0.1579
DEF,3.0,5.0,1,yellow_cards,0.7558,326,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1227,0.1583
DEF,4.0,1.0,0,yellow_cards,1.0991,224,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1875,0.1715
DEF,4.0,1.0,1,yellow_cards,0.9919,217,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1705,0.1722
DEF,4.0,2.0,0,yellow_cards,1.0628,398,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1834,0.1705
DEF,4.0,2.0,1,yellow_cards,0.9708,393,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1654,0.1705
DEF,4.0,3.0,0,yellow_cards,1.0059,558,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1738,0.173
DEF,4.0,3.0,1,yellow_cards,0.9809,548,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1679,0.173
DEF,4.0,4.0,0,yellow_cards,1.0037,459,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1721,0.1706
DEF,4.0,4.0,1,yellow_cards,0.9693,459,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1634,0.1704
DEF,4.0,5.0,0,yellow_cards,0.9607,301,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1694,0.1717
DEF,4.0,5.0,1,yellow_cards,0.9916,302,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1689,0.1715
DEF,5.0,1.0,0,yellow_cards,0.7939,136,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1397,0.1778
DEF,5.0,1.0,1,yellow_cards,0.7847,139,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1367,0.1785
DEF,5.0,2.0,0,yellow_cards,1.1711,251,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2112,0.1762
DEF,5.0,2.0,1,yellow_cards,0.8268,244,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1516,0.1757
DEF,5.0,3.0,0,yellow_cards,1.1172,349,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1977,0.1747
DEF,5.0,3.0,1,yellow_cards,1.1906,341,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2023,0.1744
DEF,5.0,4.0,0,yellow_cards,1.1511,314,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1879,0.1671
DEF,5.0,4.0,1,yellow_cards,0.8327,315,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1397,0.1677
DEF,5.0,5.0,0,yellow_cards,0.8161,121,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1405,0.1742
DEF,5.0,5.0,1,yellow_cards,0.8269,122,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1475,0.1729
FWD,1.0,1.0,0,assists,0.9427,13,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2308,0.2856
FWD,1.0,1.0,1,assists,1.1518,13,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3077,0.2868
FWD,1.0,2.0,0,assists,0.3684,34,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1176,0.2733
FWD,1.0,2.0,1,assists,1.7776,33,4,"2020-21,2022-23,2023-24,2024-25",0.4848,0.2774
FWD,1.0,3.0,0,assists,1.4802,52,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.4038,0.2792
FWD,1.0,3.0,1,assists,0.6766,46,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1739,0.2767
FWD,1.0,4.0,0,assists,0.6033,43,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1628,0.2616
FWD,1.0,4.0,1,assists,1.0119,37,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2703,0.2626
FWD,1.0,5.0,0,assists,0.7833,26,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2308,0.2706
FWD,1.0,5.0,1,assists,1.2247,30,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3333,0.2622
FWD,2.0,1.0,0,assists,0.4381,40,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1,0.2111
FWD,2.0,1.0,1,assists,0.3796,39,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0769,0.2122
FWD,2.0,2.0,0,assists,0.5805,51,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1176,0.2156
FWD,2.0,2.0,1,assists,0.6881,57,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1228,0.2041
FWD,2.0,3.0,0,assists,0.8061,91,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1868,0.2108
FWD,2.0,3.0,1,assists,1.3877,102,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2843,0.209
FWD,2.0,4.0,0,assists,1.0113,93,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2151,0.2112
FWD,2.0,4.0,1,assists,1.1994,94,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2553,0.211
FWD,2.0,5.0,0,assists,1.6504,51,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3529,0.2177
FWD,2.0,5.0,1,assists,1.2035,54,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2593,0.2144
FWD,3.0,1.0,0,assists,0.8611,70,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1429,0.17
FWD,3.0,1.0,1,assists,0.9802,61,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1639,0.1673
FWD,3.0,2.0,0,assists,1.038,113,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1681,0.1729
FWD,3.0,2.0,1,assists,1.0821,126,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1825,0.1681
FWD,3.0,3.0,0,assists,0.7529,151,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1258,0.1702
FWD,3.0,3.0,1,assists,1.122,155,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1806,0.1688
FWD,3.0,4.0,0,assists,1.0799,148,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2027,0.1756
FWD,3.0,4.0,1,assists,0.9844,164,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1829,0.1841
FWD,3.0,5.0,0,assists,1.0399,99,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1717,0.172
FWD,3.0,5.0,1,assists,1.0144,102,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1863,0.1675
FWD,4.0,1.0,0,assists,0.2757,49,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0408,0.1303
FWD,4.0,1.0,1,assists,0.612,60,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0833,0.1322
FWD,4.0,2.0,0,assists,0.5193,104,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0673,0.1315
FWD,4.0,2.0,1,assists,0.9273,112,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1161,0.1304
FWD,4.0,3.0,0,assists,1.0778,160,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1438,0.1343
FWD,4.0,3.0,1,assists,0.9144,161,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.118,0.1335
FWD,4.0,4.0,0,assists,1.0483,139,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1439,0.1325
FWD,4.0,4.0,1,assists,1.4817,137,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2044,0.1312
FWD,4.0,5.0,0,assists,0.8271,92,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1087,0.1315
FWD,4.0,5.0,1,assists,1.6679,92,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2065,0.1298
FWD,5.0,1.0,0,assists,0.6981,36,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0833,0.1256
FWD,5.0,1.0,1,assists,0.3522,40,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.05,0.1251
FWD,5.0,2.0,0,assists,0.9331,74,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1081,0.1219
FWD,5.0,2.0,1,assists,0.4348,71,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0563,0.1224
FWD,5.0,3.0,0,assists,1.3586,104,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1731,0.1238
FWD,5.0,3.0,1,assists,1.3871,105,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1714,0.1254
FWD,5.0,4.0,0,assists,1.0129,97,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.134,0.1313
FWD,5.0,4.0,1,assists,0.6603,98,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0918,0.1303
FWD,5.0,5.0,0,assists,1.757,38,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2105,0.125
FWD,5.0,5.0,1,assists,1.1636,44,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1364,0.1243
FWD,1.0,1.0,0,bonus,0.0,13,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.6367
FWD,1.0,1.0,1,bonus,0.9913,13,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.6923,0.6577
FWD,1.0,2.0,0,bonus,0.7051,34,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.4118,0.6852
FWD,1.0,2.0,1,bonus,0.9612,33,4,"2020-21,2022-23,2023-24,2024-25",0.697,0.6729
FWD,1.0,3.0,0,bonus,0.752,52,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.5385,0.6802
FWD,1.0,3.0,1,bonus,1.2098,46,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.8261,0.6702
FWD,1.0,4.0,0,bonus,0.7322,43,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.4884,0.7135
FWD,1.0,4.0,1,bonus,1.2394,37,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.9189,0.7109
FWD,1.0,5.0,0,bonus,1.2095,26,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.7692,0.647
FWD,1.0,5.0,1,bonus,1.8291,30,5,"2020-21,2021-22,2022-23,2023-24,2024-25",1.2,0.6891
FWD,2.0,1.0,0,bonus,0.5562,40,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.35,0.6795
FWD,2.0,1.0,1,bonus,0.3741,39,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3333,0.6821
FWD,2.0,2.0,0,bonus,0.7057,51,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.451,0.6803
FWD,2.0,2.0,1,bonus,1.1776,57,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.807,0.7226
FWD,2.0,3.0,0,bonus,0.7737,91,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.5275,0.6741
FWD,2.0,3.0,1,bonus,1.1785,102,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.8039,0.6775
FWD,2.0,4.0,0,bonus,0.9911,93,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.6882,0.6831
FWD,2.0,4.0,1,bonus,1.1004,94,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.7234,0.6801
FWD,2.0,5.0,0,bonus,1.532,51,5,"2020-21,2021-22,2022-23,2023-24,2024-25",1.0392,0.6675
FWD,2.0,5.0,1,bonus,1.2538,54,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.8704,0.6738
FWD,3.0,1.0,0,bonus,0.5997,70,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.4143,0.66
FWD,3.0,1.0,1,bonus,0.4212,61,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2951,0.6471
FWD,3.0,2.0,0,bonus,0.9215,113,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.5929,0.6617
FWD,3.0,2.0,1,bonus,0.9456,126,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.5952,0.6592
FWD,3.0,3.0,0,bonus,0.9597,151,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.6225,0.6371
FWD,3.0,3.0,1,bonus,1.2293,155,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.7871,0.6401
FWD,3.0,4.0,0,bonus,0.9879,148,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.6757,0.6685
FWD,3.0,4.0,1,bonus,0.9475,164,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.6463,0.6831
FWD,3.0,5.0,0,bonus,1.3053,99,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.8586,0.653
FWD,3.0,5.0,1,bonus,1.2917,102,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.8333,0.6517
FWD,4.0,1.0,0,bonus,0.2408,49,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1224,0.4597
FWD,4.0,1.0,1,bonus,0.4079,60,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2,0.4644
FWD,4.0,2.0,0,bonus,0.4629,104,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2212,0.4704
FWD,4.0,2.0,1,bonus,0.7083,112,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3393,0.4704
FWD,4.0,3.0,0,bonus,0.9331,160,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.4438,0.4605
FWD,4.0,3.0,1,bonus,1.1849,161,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.5404,0.4558
FWD,4.0,4.0,0,bonus,0.8263,139,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3597,0.4561
FWD,4.0,4.0,1,bonus,1.4561,137,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.6496,0.4515
FWD,4.0,5.0,0,bonus,1.5592,92,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.7174,0.459
FWD,4.0,5.0,1,bonus,1.5694,92,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.7283,0.4615
FWD,5.0,1.0,0,bonus,0.2725,36,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1111,0.3792
FWD,5.0,1.0,1,bonus,0.4835,40,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2,0.3884
FWD,5.0,2.0,0,bonus,0.4829,74,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1622,0.3864
FWD,5.0,2.0,1,bonus,1.0628,71,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.4225,0.39
FWD,5.0,3.0,0,bonus,1.1849,104,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.4423,0.3816
FWD,5.0,3.0,1,bonus,1.1648,105,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.4286,0.3828
FWD,5.0,4.0,0,bonus,0.8883,97,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3505,0.3654
FWD,5.0,4.0,1,bonus,1.3681,98,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.4898,0.3714
FWD,5.0,5.0,0,bonus,0.9464,38,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3684,0.3773
FWD,5.0,5.0,1,bonus,1.4755,44,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.6136,0.3742
FWD,1.0,1.0,0,clean_sheets,0.7226,13,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3077,0.4177
FWD,1.0,1.0,1,clean_sheets,0.5385,13,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2308,0.4084
FWD,1.0,2.0,0,clean_sheets,0.6447,34,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2647,0.3947
FWD,1.0,2.0,1,clean_sheets,0.817,33,4,"2020-21,2022-23,2023-24,2024-25",0.303,0.3948
FWD,1.0,3.0,0,clean_sheets,0.887,52,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3654,0.4089
FWD,1.0,3.0,1,clean_sheets,0.5609,46,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2391,0.4108
FWD,1.0,4.0,0,clean_sheets,1.5272,43,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.6047,0.4021
FWD,1.0,4.0,1,clean_sheets,1.7078,37,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.6757,0.3978
FWD,1.0,5.0,0,clean_sheets,1.0832,26,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.4615,0.415
FWD,1.0,5.0,1,clean_sheets,1.0925,30,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.4333,0.3952
FWD,2.0,1.0,0,clean_sheets,0.4649,40,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.15,0.3698
FWD,2.0,1.0,1,clean_sheets,0.8927,39,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3077,0.3632
FWD,2.0,2.0,0,clean_sheets,0.6307,51,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2353,0.3546
FWD,2.0,2.0,1,clean_sheets,1.0117,57,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3684,0.362
FWD,2.0,3.0,0,clean_sheets,0.6969,91,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2527,0.3696
FWD,2.0,3.0,1,clean_sheets,0.8774,102,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3235,0.3695
FWD,2.0,4.0,0,clean_sheets,1.1125,93,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.4409,0.3869
FWD,2.0,4.0,1,clean_sheets,1.2992,94,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.5106,0.3862
FWD,2.0,5.0,0,clean_sheets,1.4462,51,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.5098,0.3625
FWD,2.0,5.0,1,clean_sheets,1.4165,54,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.5185,0.3745
FWD,3.0,1.0,0,clean_sheets,0.3174,70,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1,0.3141
FWD,3.0,1.0,1,clean_sheets,0.457,61,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1475,0.3124
FWD,3.0,2.0,0,clean_sheets,0.5264,113,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1681,0.3152
FWD,3.0,2.0,1,clean_sheets,1.0585,126,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3254,0.3134
FWD,3.0,3.0,0,clean_sheets,0.8344,151,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2649,0.3129
FWD,3.0,3.0,1,clean_sheets,1.0862,155,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3355,0.3123
FWD,3.0,4.0,0,clean_sheets,1.1392,148,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3581,0.3159
FWD,3.0,4.0,1,clean_sheets,1.2482,164,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.4024,0.3198
FWD,3.0,5.0,0,clean_sheets,1.5918,99,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.5051,0.3145
FWD,3.0,5.0,1,clean_sheets,1.1843,102,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3627,0.3123
FWD,4.0,1.0,0,clean_sheets,0.3444,49,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.102,0.2935
FWD,4.0,1.0,1,clean_sheets,0.4404,60,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1333,0.2922
FWD,4.0,2.0,0,clean_sheets,0.6417,104,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1923,0.2937
FWD,4.0,2.0,1,clean_sheets,0.9873,112,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2946,0.296
FWD,4.0,3.0,0,clean_sheets,0.9137,160,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2625,0.2875
FWD,4.0,3.0,1,clean_sheets,0.8464,161,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2422,0.2877
FWD,4.0,4.0,0,clean_sheets,0.7337,139,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2086,0.2869
FWD,4.0,4.0,1,clean_sheets,1.5528,137,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.4453,0.2874
FWD,4.0,5.0,0,clean_sheets,1.4192,92,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.413,0.2913
FWD,4.0,5.0,1,clean_sheets,1.7133,92,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.5,0.2936
FWD,5.0,1.0,0,clean_sheets,0.0,36,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.1749
FWD,5.0,1.0,1,clean_sheets,0.625,40,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.075,0.1639
FWD,5.0,2.0,0,clean_sheets,0.6531,74,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1216,0.1726
FWD,5.0,2.0,1,clean_sheets,0.5518,71,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0845,0.1667
FWD,5.0,3.0,0,clean_sheets,0.7795,104,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1346,0.1758
FWD,5.0,3.0,1,clean_sheets,1.5093,105,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2476,0.1691
FWD,5.0,4.0,0,clean_sheets,0.7203,97,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1443,0.1839
FWD,5.0,4.0,1,clean_sheets,1.1595,98,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2347,0.1838
FWD,5.0,5.0,0,clean_sheets,1.5688,38,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2632,0.1817
FWD,5.0,5.0,1,clean_sheets,2.5414,44,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.4318,0.1758
FWD,1.0,1.0,0,expected_assists,0.6988,10,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.087,0.1193
FWD,1.0,1.0,1,expected_assists,1.0647,11,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1073,0.1178
FWD,1.0,2.0,0,expected_assists,0.973,28,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1132,0.1112
FWD,1.0,2.0,1,expected_assists,1.3257,29,4,"2020-21,2022-23,2023-24,2024-25",0.1673,0.1148
FWD,1.0,3.0,0,expected_assists,1.0273,40,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1052,0.1084
FWD,1.0,3.0,1,expected_assists,0.9997,34,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1088,0.1086
FWD,1.0,4.0,0,expected_assists,0.6564,30,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.058,0.089
FWD,1.0,4.0,1,expected_assists,1.1496,27,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0868,0.0943
FWD,1.0,5.0,0,expected_assists,0.7595,17,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0991,0.1108
FWD,1.0,5.0,1,expected_assists,1.1376,21,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1205,0.1057
FWD,2.0,1.0,0,expected_assists,0.4849,26,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.036,0.0756
FWD,2.0,1.0,1,expected_assists,0.629,26,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.045,0.077
FWD,2.0,2.0,0,expected_assists,0.9131,32,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0709,0.0788
FWD,2.0,2.0,1,expected_assists,1.0199,41,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0768,0.0762
